Function,Statistic,p-value,Buffer Size,Comparison,Config
F24,183.0,0.011000269030729582,2500000.0,True vs LCG,Shuffle
F25,63.5,0.5251832496637664,2500000.0,True vs LCG,Shuffle
F26,569.0,0.8454913091981089,2500000.0,True vs LCG,Shuffle
F27,0.0,,2500000.0,True vs LCG,Shuffle
F28,0.0,,2500000.0,True vs LCG,Shuffle
F1,0.0,,2500000.0,True vs MT,Shuffle
F2,0.0,,2500000.0,True vs MT,Shuffle
F3,40.0,0.4117109902690169,2500000.0,True vs MT,Shuffle
F4,0.0,,2500000.0,True vs MT,Shuffle
F5,0.0,,2500000.0,True vs MT,Shuffle
F6,130.0,0.31731050786291415,2500000.0,True vs MT,Shuffle
F7,603.0,0.92471253931355,2500000.0,True vs MT,Shuffle
F8,585.0,0.6122971700099231,2500000.0,True vs MT,Shuffle
F9,449.0,0.04486458025585686,2500000.0,True vs MT,Shuffle
F10,134.5,0.18975528006762876,2500000.0,True vs MT,Shuffle
F11,0.0,,2500000.0,True vs MT,Shuffle
F12,481.0,0.08801348471336043,2500000.0,True vs MT,Shuffle
F13,604.0,0.5802397554328312,2500000.0,True vs MT,Shuffle
F14,190.0,0.5136485989008105,2500000.0,True vs MT,Shuffle
F15,568.0,0.37320855038196865,2500000.0,True vs MT,Shuffle
F16,535.0,0.2302155639152592,2500000.0,True vs MT,Shuffle
F17,0.0,,2500000.0,True vs MT,Shuffle
F18,545.0,0.26869661608941153,2500000.0,True vs MT,Shuffle
F19,508.0,0.1462550297459625,2500000.0,True vs MT,Shuffle
F20,467.0,0.06618044857321982,2500000.0,True vs MT,Shuffle
F21,0.0,,2500000.0,True vs MT,Shuffle
F22,245.0,0.16455130159316012,2500000.0,True vs MT,Shuffle
F23,625.0,0.7216969766329905,2500000.0,True vs MT,Shuffle
F24,346.0,0.18670961866651337,2500000.0,True vs MT,Shuffle
F25,28.5,0.6760827405727452,2500000.0,True vs MT,Shuffle
F26,538.0,0.7832116574150915,2500000.0,True vs MT,Shuffle
F27,0.0,0.31731050786291415,2500000.0,True vs MT,Shuffle
F28,0.0,,2500000.0,True vs MT,Shuffle
F1,0.0,,2500000.0,True vs LCG,Offset
F2,0.0,,2500000.0,True vs LCG,Offset
F3,34.0,0.6800513568290709,2500000.0,True vs LCG,Offset
F4,0.0,,2500000.0,True vs LCG,Offset
F5,0.0,,2500000.0,True vs LCG,Offset
F6,150.0,1.0,2500000.0,True vs LCG,Offset
F7,491.0,0.319792258939236,2500000.0,True vs LCG,Offset
F8,551.0,0.2937970663611158,2500000.0,True vs LCG,Offset
F9,540.0,0.24893648005952218,2500000.0,True vs LCG,Offset
F10,107.0,0.7651646404280108,2500000.0,True vs LCG,Offset
F11,0.0,,2500000.0,True vs LCG,Offset
F12,585.0,0.46469949772563435,2500000.0,True vs LCG,Offset
F13,381.0,0.008209797247577373,2500000.0,True vs LCG,Offset
F14,152.5,0.7789060199126654,2500000.0,True vs LCG,Offset
F15,575.0,0.40944819102604935,2500000.0,True vs LCG,Offset
F16,516.0,0.16823427934556856,2500000.0,True vs LCG,Offset
F17,0.0,,2500000.0,True vs LCG,Offset
F18,644.0,0.858647685062557,2500000.0,True vs LCG,Offset
F19,559.0,0.3296393571677494,2500000.0,True vs LCG,Offset
F20,633.0,0.7785539322162471,2500000.0,True vs LCG,Offset
F21,0.0,,2500000.0,True vs LCG,Offset
F22,310.0,0.11717634191795294,2500000.0,True vs LCG,Offset
F23,539.0,0.245109610090535,2500000.0,True vs LCG,Offset
F24,309.5,0.9281954231703409,2500000.0,True vs LCG,Offset
F25,49.5,0.3250500978093638,2500000.0,True vs LCG,Offset
F26,512.0,0.582132652790463,2500000.0,True vs LCG,Offset
F27,1.0,0.6547208460185769,2500000.0,True vs LCG,Offset
F28,0.0,0.31731050786291415,2500000.0,True vs LCG,Offset
F1,0.0,,2500000.0,True vs MT,Offset
F2,0.0,,2500000.0,True vs MT,Offset
F3,44.5,0.9411725377090429,2500000.0,True vs MT,Offset
F4,0.0,,2500000.0,True vs MT,Offset
F5,0.0,,2500000.0,True vs MT,Offset
F6,154.0,0.3359238131517357,2500000.0,True vs MT,Offset
F7,612.0,0.9960316199591498,2500000.0,True vs MT,Offset
F8,466.0,0.0978155582114959,2500000.0,True vs MT,Offset
F9,604.0,0.7464038125448392,2500000.0,True vs MT,Offset
F10,109.5,0.8334965932888556,2500000.0,True vs MT,Offset
F11,0.0,,2500000.0,True vs MT,Offset
F12,520.0,0.1801134634267031,2500000.0,True vs MT,Offset
F13,652.0,0.9178771482083954,2500000.0,True vs MT,Offset
F14,125.0,0.9595831531536132,2500000.0,True vs MT,Offset
F15,570.0,0.38335437026363817,2500000.0,True vs MT,Offset
F16,629.0,0.7499556273330805,2500000.0,True vs MT,Offset
F17,0.0,,2500000.0,True vs MT,Offset
F18,586.0,0.47044392221875886,2500000.0,True vs MT,Offset
F19,589.0,0.48791016737026005,2500000.0,True vs MT,Offset
F20,631.0,0.764214577844195,2500000.0,True vs MT,Offset
F21,0.0,,2500000.0,True vs MT,Offset
F22,351.0,0.4264163583091216,2500000.0,True vs MT,Offset
F23,466.0,0.06480905425763897,2500000.0,True vs MT,Offset
F24,386.5,0.5682876827087693,2500000.0,True vs MT,Offset
F25,50.0,0.560416813196477,2500000.0,True vs MT,Offset
F26,494.0,0.7908111294316883,2500000.0,True vs MT,Offset
F27,0.0,0.31731050786291415,2500000.0,True vs MT,Offset
F28,0.0,0.31731050786291415,2500000.0,True vs MT,Offset
F1,0.0,,2500000.0,True vs LCG,Restart
F2,0.0,,2500000.0,True vs LCG,Restart
F3,26.5,0.9180129699012594,2500000.0,True vs LCG,Restart
F4,0.0,,2500000.0,True vs LCG,Restart
F5,0.0,,2500000.0,True vs LCG,Restart
F6,148.5,0.43276758066778476,2500000.0,True vs LCG,Restart
F7,560.0,0.6015081344405899,2500000.0,True vs LCG,Restart
F8,588.0,0.6327660147059379,2500000.0,True vs LCG,Restart
F9,537.0,0.23758014979332642,2500000.0,True vs LCG,Restart
F10,119.5,0.055822891277916856,2500000.0,True vs LCG,Restart
F11,0.0,,2500000.0,True vs LCG,Restart
F12,588.0,0.6327660147059379,2500000.0,True vs LCG,Restart
F13,562.0,0.34378139801909813,2500000.0,True vs LCG,Restart
F14,171.0,0.4341795765362565,2500000.0,True vs LCG,Restart
F15,590.0,0.49380905517129214,2500000.0,True vs LCG,Restart
F16,455.5,0.051774369812573835,2500000.0,True vs LCG,Restart
F17,0.0,,2500000.0,True vs LCG,Restart
F18,614.0,0.646018836426024,2500000.0,True vs LCG,Restart
F19,534.0,0.22659476517213117,2500000.0,True vs LCG,Restart
F20,637.0,0.8074553206568335,2500000.0,True vs LCG,Restart
F21,0.0,0.31731050786291415,2500000.0,True vs LCG,Restart
F22,330.5,0.12750791109754586,2500000.0,True vs LCG,Restart
F23,649.0,0.8955945225688345,2500000.0,True vs LCG,Restart
F24,245.0,0.2512695396199346,2500000.0,True vs LCG,Restart
F25,127.0,0.731050083877252,2500000.0,True vs LCG,Restart
F26,459.0,0.18580401309062522,2500000.0,True vs LCG,Restart
F27,1.0,0.28504940740261275,2500000.0,True vs LCG,Restart
F28,0.0,0.31731050786291415,2500000.0,True vs LCG,Restart
F1,0.0,,2500000.0,True vs MT,Restart
F2,0.0,,2500000.0,True vs MT,Restart
F3,16.5,0.8258939952297807,2500000.0,True vs MT,Restart
F4,0.0,,2500000.0,True vs MT,Restart
F5,0.0,,2500000.0,True vs MT,Restart
F6,165.0,0.19364643126922065,2500000.0,True vs MT,Restart
F7,509.0,0.21481036123157227,2500000.0,True vs MT,Restart
F8,509.0,0.21481036123157227,2500000.0,True vs MT,Restart
F9,609.0,0.7832252432554863,2500000.0,True vs MT,Restart
F10,99.5,0.576452511889801,2500000.0,True vs MT,Restart
F11,0.0,,2500000.0,True vs MT,Restart
F12,560.0,0.33431091331572893,2500000.0,True vs MT,Restart
F13,653.0,0.9253199298840316,2500000.0,True vs MT,Restart
F14,153.0,0.1337194629416692,2500000.0,True vs MT,Restart
F15,610.0,0.6193345073111354,2500000.0,True vs MT,Restart
F16,530.0,0.21251812213554644,2500000.0,True vs MT,Restart
F17,0.0,,2500000.0,True vs MT,Restart
F18,613.0,0.6393031435239315,2500000.0,True vs MT,Restart
F19,618.0,0.6731666192729744,2500000.0,True vs MT,Restart
F20,624.0,0.7146895407730142,2500000.0,True vs MT,Restart
F21,0.0,,2500000.0,True vs MT,Restart
F22,292.5,0.01738864026061629,2500000.0,True vs MT,Restart
F23,612.0,0.6326168883681336,2500000.0,True vs MT,Restart
F24,303.0,0.4640302243463459,2500000.0,True vs MT,Restart
F25,30.0,0.4704578829573186,2500000.0,True vs MT,Restart
F26,582.0,0.7615907712277643,2500000.0,True vs MT,Restart
F27,0.0,0.31731050786291415,2500000.0,True vs MT,Restart
F28,0.0,0.31731050786291415,2500000.0,True vs MT,Restart
