Function,Statistic,p-value,Buffer Size,Comparison,Config
F19,578.0,0.4255993270988646,2500000.0,True vs LCG,Offset
F20,432.0,0.03036694960820756,2500000.0,True vs LCG,Offset
F21,7.5,1.0,2500000.0,True vs LCG,Offset
F22,576.0,0.7165462453961362,2500000.0,True vs LCG,Offset
F23,565.0,0.3583049612021788,2500000.0,True vs LCG,Offset
F24,619.0,0.6800224151142729,2500000.0,True vs LCG,Offset
F25,451.0,0.0469030099173163,2500000.0,True vs LCG,Offset
F26,0.0,,2500000.0,True vs LCG,Offset
F27,616.0,0.6595366763108996,2500000.0,True vs LCG,Offset
F28,0.0,,2500000.0,True vs LCG,Offset
F1,0.0,,2500000.0,True vs MT,Offset
F2,0.0,,2500000.0,True vs MT,Offset
F3,306.0,0.06886825475602239,2500000.0,True vs MT,Offset
F4,0.0,,2500000.0,True vs MT,Offset
F5,0.0,,2500000.0,True vs MT,Offset
F6,148.5,0.49285624333358247,2500000.0,True vs MT,Offset
F7,616.0,0.6595366763108996,2500000.0,True vs MT,Offset
F8,557.0,0.32042373805844704,2500000.0,True vs MT,Offset
F9,638.0,0.8147236184718414,2500000.0,True vs MT,Offset
F10,42.5,0.5060465121333994,2500000.0,True vs MT,Offset
F11,0.0,,2500000.0,True vs MT,Offset
F12,602.0,0.5674700263526014,2500000.0,True vs MT,Offset
F13,542.0,0.2567150712366082,2500000.0,True vs MT,Offset
F14,644.0,0.858647685062557,2500000.0,True vs MT,Offset
F15,637.0,0.8074553206568335,2500000.0,True vs MT,Offset
F16,545.0,0.26869661608941153,2500000.0,True vs MT,Offset
F17,155.5,0.850362481563977,2500000.0,True vs MT,Offset
F18,552.0,0.29812864290619645,2500000.0,True vs MT,Offset
F19,644.0,0.858647685062557,2500000.0,True vs MT,Offset
F20,546.0,0.27277447022761003,2500000.0,True vs MT,Offset
F21,18.0,1.0,2500000.0,True vs MT,Offset
F22,492.0,0.23066157199474524,2500000.0,True vs MT,Offset
F23,605.0,0.5866747207433314,2500000.0,True vs MT,Offset
F24,649.0,0.8955945225688345,2500000.0,True vs MT,Offset
F25,523.0,0.18942386941424127,2500000.0,True vs MT,Offset
F26,0.0,,2500000.0,True vs MT,Offset
F27,558.0,0.32501029325165953,2500000.0,True vs MT,Offset
F28,0.0,,2500000.0,True vs MT,Offset
F1,0.0,,2500000.0,True vs LCG,Restart
F2,0.0,,2500000.0,True vs LCG,Restart
F3,409.0,0.9892757193241231,2500000.0,True vs LCG,Restart
F4,0.0,,2500000.0,True vs LCG,Restart
F5,0.0,,2500000.0,True vs LCG,Restart
F6,58.0,0.23105922995345296,2500000.0,True vs LCG,Restart
F7,584.0,0.4589943061989632,2500000.0,True vs LCG,Restart
F8,619.0,0.6800224151142729,2500000.0,True vs LCG,Restart
F9,655.0,0.9402244705136732,2500000.0,True vs LCG,Restart
F10,15.0,0.666632055322476,2500000.0,True vs LCG,Restart
F11,0.0,,2500000.0,True vs LCG,Restart
F12,647.0,0.8807839685412195,2500000.0,True vs LCG,Restart
F13,594.0,0.5177813200083327,2500000.0,True vs LCG,Restart
F14,525.0,0.27748171276573774,2500000.0,True vs LCG,Restart
F15,636.0,0.8002036075343562,2500000.0,True vs LCG,Restart
F16,661.0,0.985042987115864,2500000.0,True vs LCG,Restart
F17,278.0,0.26636625546113335,2500000.0,True vs LCG,Restart
F18,580.0,0.43657033963391956,2500000.0,True vs LCG,Restart
F19,657.0,0.9551499779188657,2500000.0,True vs LCG,Restart
F20,599.0,0.5485716297255758,2500000.0,True vs LCG,Restart
F21,9.0,0.7388826803635273,2500000.0,True vs LCG,Restart
F22,504.0,0.19749798457994228,2500000.0,True vs LCG,Restart
F23,637.0,0.8074553206568335,2500000.0,True vs LCG,Restart
F24,626.0,0.7287278475083228,2500000.0,True vs LCG,Restart
F25,606.0,0.5931425620228769,2500000.0,True vs LCG,Restart
F26,0.0,,2500000.0,True vs LCG,Restart
F27,587.0,0.47622734131151545,2500000.0,True vs LCG,Restart
F28,0.0,,2500000.0,True vs LCG,Restart
F1,0.0,,2500000.0,True vs MT,Restart
F2,0.0,,2500000.0,True vs MT,Restart
F3,375.0,0.8341945612473364,2500000.0,True vs MT,Restart
F4,0.0,,2500000.0,True vs MT,Restart
F5,0.0,,2500000.0,True vs MT,Restart
F6,75.0,0.4209099170051037,2500000.0,True vs MT,Restart
F7,553.0,0.30250267023967414,2500000.0,True vs MT,Restart
F8,526.0,0.1990842423774256,2500000.0,True vs MT,Restart
F9,505.0,0.13860450428488436,2500000.0,True vs MT,Restart
F10,9.0,0.09877366640385205,2500000.0,True vs MT,Restart
F11,0.0,,2500000.0,True vs MT,Restart
F12,538.0,0.24132420678404642,2500000.0,True vs MT,Restart
F13,510.0,0.15153219217906758,2500000.0,True vs MT,Restart
F14,592.0,0.6604972529810282,2500000.0,True vs MT,Restart
F15,556.0,0.31587970049254877,2500000.0,True vs MT,Restart
F16,598.0,0.5423419454494496,2500000.0,True vs MT,Restart
F17,397.5,0.49784408289275783,2500000.0,True vs MT,Restart
F18,617.0,0.6663378760585934,2500000.0,True vs MT,Restart
F19,459.0,0.055852182035584695,2500000.0,True vs MT,Restart
F20,588.0,0.4820495081438054,2500000.0,True vs MT,Restart
F21,10.5,0.5270892568655381,2500000.0,True vs MT,Restart
F22,633.0,0.9653509884575846,2500000.0,True vs MT,Restart
F23,572.0,0.3936673535801375,2500000.0,True vs MT,Restart
F24,512.0,0.15695315522552944,2500000.0,True vs MT,Restart
F25,590.0,0.49380905517129214,2500000.0,True vs MT,Restart
F26,0.0,,2500000.0,True vs MT,Restart
F27,513.0,0.15971817699981394,2500000.0,True vs MT,Restart
F28,0.0,,2500000.0,True vs MT,Restart
