Function,Statistic,p-value,Buffer Size,Comparison,Config
F5,595.0,0.5238670979512359,2500000.0,True vs MT,Shuffle
F6,142.5,0.0978815470894598,2500000.0,True vs MT,Shuffle
F7,611.0,0.6259605267822936,2500000.0,True vs MT,Shuffle
F8,550.0,0.28950790547879135,2500000.0,True vs MT,Shuffle
F9,561.0,0.33902493755245044,2500000.0,True vs MT,Shuffle
F10,564.5,0.48099081084824147,2500000.0,True vs MT,Shuffle
F11,449.5,0.10490630668893353,2500000.0,True vs MT,Shuffle
F12,491.5,0.7691473617829145,2500000.0,True vs MT,Shuffle
F13,497.0,0.11970916241945852,2500000.0,True vs MT,Shuffle
F14,429.0,0.028279202418710164,2500000.0,True vs MT,Shuffle
F15,550.0,0.28950790547879135,2500000.0,True vs MT,Shuffle
F16,599.0,0.5485716297255758,2500000.0,True vs MT,Shuffle
F17,579.0,0.4310645909967046,2500000.0,True vs MT,Shuffle
F18,614.0,0.646018836426024,2500000.0,True vs MT,Shuffle
F19,575.0,0.40944819102604935,2500000.0,True vs MT,Shuffle
F20,538.0,0.336803013190896,2500000.0,True vs MT,Shuffle
F21,0.0,,2500000.0,True vs MT,Shuffle
F22,657.0,0.9551499779188657,2500000.0,True vs MT,Shuffle
F23,613.0,0.6393031435239315,2500000.0,True vs MT,Shuffle
F24,654.0,0.9327692537533812,2500000.0,True vs MT,Shuffle
F25,612.0,0.6326168883681336,2500000.0,True vs MT,Shuffle
F26,374.0,0.231842024152478,2500000.0,True vs MT,Shuffle
F27,0.0,,2500000.0,True vs MT,Shuffle
F28,528.0,0.5382927348830702,2500000.0,True vs MT,Shuffle
F1,643.0,0.8512926627110882,2500000.0,True vs LCG,Offset
F2,493.0,0.11105045167875917,2500000.0,True vs LCG,Offset
F3,596.0,0.6887064978279134,2500000.0,True vs LCG,Offset
F4,509.0,0.148875760400945,2500000.0,True vs LCG,Offset
F5,527.0,0.20238305217721309,2500000.0,True vs LCG,Offset
F6,261.0,0.9549488580917628,2500000.0,True vs LCG,Offset
F7,485.0,0.09522105366995921,2500000.0,True vs LCG,Offset
F8,652.0,0.9178771482083954,2500000.0,True vs LCG,Offset
F9,434.0,0.03183120304545379,2500000.0,True vs LCG,Offset
F10,569.0,0.8454903061198744,2500000.0,True vs LCG,Offset
F11,492.0,0.10892800951891422,2500000.0,True vs LCG,Offset
F12,475.0,0.11669788044166032,2500000.0,True vs LCG,Offset
F13,611.0,0.6259605267822936,2500000.0,True vs LCG,Offset
F14,483.0,0.09156028126069608,2500000.0,True vs LCG,Offset
F15,610.0,0.6193345073111354,2500000.0,True vs LCG,Offset
F16,634.0,0.7857523222149989,2500000.0,True vs LCG,Offset
F17,632.0,0.7713744910172167,2500000.0,True vs LCG,Offset
F18,542.0,0.2567150712366082,2500000.0,True vs LCG,Offset
F19,543.0,0.26066700271644416,2500000.0,True vs LCG,Offset
F20,599.0,0.8931744643753005,2500000.0,True vs LCG,Offset
F21,0.0,,2500000.0,True vs LCG,Offset
F22,594.0,0.5177813200083327,2500000.0,True vs LCG,Offset
F23,548.0,0.2810566549174276,2500000.0,True vs LCG,Offset
F24,527.0,0.20238305217721309,2500000.0,True vs LCG,Offset
F25,656.0,0.9476849293126194,2500000.0,True vs LCG,Offset
F26,563.5,0.8014349270439025,2500000.0,True vs LCG,Offset
F27,0.0,,2500000.0,True vs LCG,Offset
F28,607.0,0.9563688673721891,2500000.0,True vs LCG,Offset
F1,549.0,0.285261118060972,2500000.0,True vs MT,Offset
F2,469.0,0.06899498935726181,2500000.0,True vs MT,Offset
F3,510.0,0.15153219217906758,2500000.0,True vs MT,Offset
F4,598.0,0.5423419454494496,2500000.0,True vs MT,Offset
F5,606.0,0.5931425620228769,2500000.0,True vs MT,Offset
F6,251.0,0.8049226070102772,2500000.0,True vs MT,Offset
F7,599.0,0.5485716297255758,2500000.0,True vs MT,Offset
F8,660.5,0.9813042472093745,2500000.0,True vs MT,Offset
F9,527.0,0.20238305217721309,2500000.0,True vs MT,Offset
F10,640.0,0.829305709789727,2500000.0,True vs MT,Offset
F11,507.0,0.29395793375932944,2500000.0,True vs MT,Offset
F12,385.0,0.05819058188929896,2500000.0,True vs MT,Offset
F13,662.0,0.9925211650225158,2500000.0,True vs MT,Offset
F14,616.0,0.6595366763108996,2500000.0,True vs MT,Offset
F15,638.0,0.8147236184718414,2500000.0,True vs MT,Offset
F16,622.0,0.7007471100234679,2500000.0,True vs MT,Offset
F17,644.0,0.858647685062557,2500000.0,True vs MT,Offset
F18,617.0,0.6663378760585934,2500000.0,True vs MT,Offset
F19,483.0,0.09156028126069608,2500000.0,True vs MT,Offset
F20,655.0,0.9402244705136732,2500000.0,True vs MT,Offset
F21,0.0,,2500000.0,True vs MT,Offset
F22,518.0,0.17409820745475224,2500000.0,True vs MT,Offset
F23,660.0,0.9775661231776971,2500000.0,True vs MT,Offset
F24,589.0,0.48791016737026005,2500000.0,True vs MT,Offset
F25,653.0,0.9253199298840316,2500000.0,True vs MT,Offset
F26,481.0,0.5155721717535056,2500000.0,True vs MT,Offset
F27,0.0,,2500000.0,True vs MT,Offset
F28,527.0,0.2861102605083532,2500000.0,True vs MT,Offset
F1,569.0,0.37826051197098143,2500000.0,True vs LCG,Restart
F2,556.0,0.31587970049254877,2500000.0,True vs LCG,Restart
F3,613.0,0.6393031435239315,2500000.0,True vs LCG,Restart
F4,554.0,0.30691917633565025,2500000.0,True vs LCG,Restart
F5,530.0,0.21251812213554644,2500000.0,True vs LCG,Restart
F6,190.0,0.7660196856591472,2500000.0,True vs LCG,Restart
F7,424.0,0.025074140489837644,2500000.0,True vs LCG,Restart
F8,635.0,0.7929679658978832,2500000.0,True vs LCG,Restart
F9,619.0,0.6800224151142729,2500000.0,True vs LCG,Restart
F10,355.5,0.017083145877322396,2500000.0,True vs LCG,Restart
F11,589.0,0.8151612196531783,2500000.0,True vs LCG,Restart
F12,485.5,0.09611779943786095,2500000.0,True vs LCG,Restart
F13,458.0,0.054661056670223154,2500000.0,True vs LCG,Restart
F14,519.0,0.1770868094124466,2500000.0,True vs LCG,Restart
F15,593.0,0.5117323250306174,2500000.0,True vs LCG,Restart
F16,539.0,0.245109610090535,2500000.0,True vs LCG,Restart
F17,573.0,0.3988862463133853,2500000.0,True vs LCG,Restart
F18,384.0,0.00891759377370087,2500000.0,True vs LCG,Restart
F19,573.0,0.3988862463133853,2500000.0,True vs LCG,Restart
F20,478.0,0.1236318102520084,2500000.0,True vs LCG,Restart
F21,0.0,,2500000.0,True vs LCG,Restart
F22,638.0,0.8147236184718414,2500000.0,True vs LCG,Restart
F23,507.0,0.1436697475648359,2500000.0,True vs LCG,Restart
F24,624.0,0.7146895407730142,2500000.0,True vs LCG,Restart
F25,638.0,0.8147236184718414,2500000.0,True vs LCG,Restart
F26,517.5,0.6225672985657655,2500000.0,True vs LCG,Restart
F27,0.0,,2500000.0,True vs LCG,Restart
F28,399.0,0.12186542499386754,2500000.0,True vs LCG,Restart
F1,624.0,0.7146895407730142,2500000.0,True vs MT,Restart
F2,622.0,0.7007471100234679,2500000.0,True vs MT,Restart
F3,526.0,0.1990842423774256,2500000.0,True vs MT,Restart
F4,645.0,0.8660149958741169,2500000.0,True vs MT,Restart
F5,437.0,0.03414090869156308,2500000.0,True vs MT,Restart
F6,208.0,0.12486774403591491,2500000.0,True vs MT,Restart
F7,604.0,0.5802397554328312,2500000.0,True vs MT,Restart
F8,646.5,0.87708695915659,2500000.0,True vs MT,Restart
F9,611.0,0.6259605267822936,2500000.0,True vs MT,Restart
F10,508.0,0.5533705270662881,2500000.0,True vs MT,Restart
F11,522.5,0.5016777312431107,2500000.0,True vs MT,Restart
F12,320.5,0.00367478865577001,2500000.0,True vs MT,Restart
F13,349.0,0.0032476651347208706,2500000.0,True vs MT,Restart
F14,554.0,0.30691917633565025,2500000.0,True vs MT,Restart
F15,553.0,0.30250267023967414,2500000.0,True vs MT,Restart
F16,422.0,0.023883041812255704,2500000.0,True vs MT,Restart
F17,529.0,0.20909981466131067,2500000.0,True vs MT,Restart
F18,614.0,0.646018836426024,2500000.0,True vs MT,Restart
F19,473.0,0.07491919713866342,2500000.0,True vs MT,Restart
F20,323.0,0.0014376734452401206,2500000.0,True vs MT,Restart
F21,0.0,,2500000.0,True vs MT,Restart
F22,610.0,0.6193345073111354,2500000.0,True vs MT,Restart
F23,517.0,0.17114743842067615,2500000.0,True vs MT,Restart
F24,378.0,0.007552701063904588,2500000.0,True vs MT,Restart
F25,525.0,0.19582490229199767,2500000.0,True vs MT,Restart
F26,426.5,0.9586379872745039,2500000.0,True vs MT,Restart
F27,0.0,,2500000.0,True vs MT,Restart
F28,382.5,0.08423801585378164,2500000.0,True vs MT,Restart
